12th August 2026 18:53:34 IST | destination_available | {"ts_utc": "2026-08-12T13:23:34.528028+00:00", "ts_ist": "12th August 2026 18:53:34 IST", "stream": "4h", "type": "destination_available", "symbol": "EURUSD", "zone_id": "4h-596-1", "direction": "demand", "lower": 1.02918, "upper": 1.03005, "proximal": 1.03005, "distal": 1.02918, "origin_time": 1739232000, "confirmed_at": 1739289600, "state": "unmitigated"}
13th August 2026 14:15:15 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:15.207264+00:00", "ts_ist": "13th August 2026 14:15:15 IST", "stream": "4h", "type": "destinations_screened", "symbol": "AUDUSD", "kept": 2, "dropped_stale": 6, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:15 IST | destination_available | {"ts_utc": "2026-08-13T08:45:15.207264+00:00", "ts_ist": "13th August 2026 14:15:15 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDUSD", "zone_id": "4h-1786564800--1-1a013b", "direction": "supply", "lower": 0.70631, "upper": 0.70634, "proximal": 0.70631, "distal": 0.70634, "origin_time": 1786564800, "confirmed_at": 1786593600, "state": "unmitigated"}
13th August 2026 14:15:15 IST | destination_available | {"ts_utc": "2026-08-13T08:45:15.860073+00:00", "ts_ist": "13th August 2026 14:15:15 IST", "stream": "4h", "type": "destination_available", "symbol": "NZDUSD", "zone_id": "4h-1786564800--1-4749ce", "direction": "supply", "lower": 0.5857, "upper": 0.58596, "proximal": 0.5857, "distal": 0.58596, "origin_time": 1786564800, "confirmed_at": 1786593600, "state": "unmitigated"}
13th August 2026 14:15:16 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:16.429665+00:00", "ts_ist": "13th August 2026 14:15:16 IST", "stream": "4h", "type": "destinations_screened", "symbol": "USDCAD", "kept": 2, "dropped_stale": 11, "dropped_bos_lag": 1, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:16 IST | destination_available | {"ts_utc": "2026-08-13T08:45:16.429665+00:00", "ts_ist": "13th August 2026 14:15:16 IST", "stream": "4h", "type": "destination_available", "symbol": "USDCAD", "zone_id": "4h-1786536000-1-220903", "direction": "demand", "lower": 1.39075, "upper": 1.39261, "proximal": 1.39261, "distal": 1.39075, "origin_time": 1786536000, "confirmed_at": 1786593600, "state": "unmitigated"}
13th August 2026 14:15:16 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:16.783610+00:00", "ts_ist": "13th August 2026 14:15:16 IST", "stream": "4h", "type": "destinations_screened", "symbol": "EURGBP", "kept": 2, "dropped_stale": 4, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:16 IST | destination_available | {"ts_utc": "2026-08-13T08:45:16.794706+00:00", "ts_ist": "13th August 2026 14:15:16 IST", "stream": "4h", "type": "destination_available", "symbol": "EURGBP", "zone_id": "4h-1786550400-1-43d772", "direction": "demand", "lower": 0.8538, "upper": 0.8541, "proximal": 0.8541, "distal": 0.8538, "origin_time": 1786550400, "confirmed_at": 1786608000, "state": "unmitigated"}
13th August 2026 14:15:17 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:17.239985+00:00", "ts_ist": "13th August 2026 14:15:17 IST", "stream": "4h", "type": "destinations_screened", "symbol": "EURAUD", "kept": 0, "dropped_stale": 4, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:17 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:17.555841+00:00", "ts_ist": "13th August 2026 14:15:17 IST", "stream": "4h", "type": "destinations_screened", "symbol": "EURCAD", "kept": 2, "dropped_stale": 4, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:17 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:17.901832+00:00", "ts_ist": "13th August 2026 14:15:17 IST", "stream": "4h", "type": "destinations_screened", "symbol": "EURNZD", "kept": 2, "dropped_stale": 5, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:17 IST | destination_available | {"ts_utc": "2026-08-13T08:45:17.901832+00:00", "ts_ist": "13th August 2026 14:15:17 IST", "stream": "4h", "type": "destination_available", "symbol": "EURNZD", "zone_id": "4h-1786564800-1-50f89a", "direction": "demand", "lower": 1.96368, "upper": 1.96722, "proximal": 1.96722, "distal": 1.96368, "origin_time": 1786564800, "confirmed_at": 1786593600, "state": "unmitigated"}
13th August 2026 14:15:18 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:18.581372+00:00", "ts_ist": "13th August 2026 14:15:18 IST", "stream": "4h", "type": "destinations_screened", "symbol": "GBPCHF", "kept": 1, "dropped_stale": 5, "dropped_bos_lag": 2, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:18 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:18.950553+00:00", "ts_ist": "13th August 2026 14:15:18 IST", "stream": "4h", "type": "destinations_screened", "symbol": "GBPAUD", "kept": 0, "dropped_stale": 7, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:19 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:19.672803+00:00", "ts_ist": "13th August 2026 14:15:19 IST", "stream": "4h", "type": "destinations_screened", "symbol": "GBPNZD", "kept": 3, "dropped_stale": 4, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:19 IST | destination_available | {"ts_utc": "2026-08-13T08:45:19.683480+00:00", "ts_ist": "13th August 2026 14:15:19 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-1786564800-1-566e5a", "direction": "demand", "lower": 2.30104, "upper": 2.30324, "proximal": 2.30324, "distal": 2.30104, "origin_time": 1786564800, "confirmed_at": 1786593600, "state": "unmitigated"}
13th August 2026 14:15:19 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:19.804535+00:00", "ts_ist": "13th August 2026 14:15:19 IST", "stream": "4h", "type": "destinations_screened", "symbol": "AUDJPY", "kept": 0, "dropped_stale": 2, "dropped_bos_lag": 1, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:20 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:20.328459+00:00", "ts_ist": "13th August 2026 14:15:20 IST", "stream": "4h", "type": "destinations_screened", "symbol": "AUDNZD", "kept": 3, "dropped_stale": 4, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:20 IST | destination_available | {"ts_utc": "2026-08-13T08:45:20.330459+00:00", "ts_ist": "13th August 2026 14:15:20 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1786564800-1-9f34e9", "direction": "demand", "lower": 1.20449, "upper": 1.20569, "proximal": 1.20569, "distal": 1.20449, "origin_time": 1786564800, "confirmed_at": 1786593600, "state": "unmitigated"}
13th August 2026 14:15:20 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:20.924163+00:00", "ts_ist": "13th August 2026 14:15:20 IST", "stream": "4h", "type": "destinations_screened", "symbol": "AUDCHF", "kept": 2, "dropped_stale": 5, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:21 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:21.582321+00:00", "ts_ist": "13th August 2026 14:15:21 IST", "stream": "4h", "type": "destinations_screened", "symbol": "NZDJPY", "kept": 2, "dropped_stale": 3, "dropped_bos_lag": 1, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:21 IST | destination_available | {"ts_utc": "2026-08-13T08:45:21.582321+00:00", "ts_ist": "13th August 2026 14:15:21 IST", "stream": "4h", "type": "destination_available", "symbol": "NZDJPY", "zone_id": "4h-1786550400--1-6fc51f", "direction": "supply", "lower": 93.386, "upper": 93.431, "proximal": 93.386, "distal": 93.431, "origin_time": 1786550400, "confirmed_at": 1786593600, "state": "unmitigated"}
13th August 2026 14:15:22 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:22.401745+00:00", "ts_ist": "13th August 2026 14:15:22 IST", "stream": "4h", "type": "destinations_screened", "symbol": "NZDCAD", "kept": 2, "dropped_stale": 4, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:22 IST | destination_available | {"ts_utc": "2026-08-13T08:45:22.420825+00:00", "ts_ist": "13th August 2026 14:15:22 IST", "stream": "4h", "type": "destination_available", "symbol": "NZDCAD", "zone_id": "4h-1786564800--1-a37481", "direction": "supply", "lower": 0.81639, "upper": 0.81678, "proximal": 0.81639, "distal": 0.81678, "origin_time": 1786564800, "confirmed_at": 1786593600, "state": "unmitigated"}
13th August 2026 14:15:23 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:23.107232+00:00", "ts_ist": "13th August 2026 14:15:23 IST", "stream": "4h", "type": "destinations_screened", "symbol": "NZDCHF", "kept": 1, "dropped_stale": 8, "dropped_bos_lag": 1, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:23 IST | destination_available | {"ts_utc": "2026-08-13T08:45:23.110112+00:00", "ts_ist": "13th August 2026 14:15:23 IST", "stream": "4h", "type": "destination_available", "symbol": "NZDCHF", "zone_id": "4h-1786564800--1-f772aa", "direction": "supply", "lower": 0.47644, "upper": 0.47664, "proximal": 0.47644, "distal": 0.47664, "origin_time": 1786564800, "confirmed_at": 1786593600, "state": "unmitigated"}
13th August 2026 14:15:23 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:23.712562+00:00", "ts_ist": "13th August 2026 14:15:23 IST", "stream": "4h", "type": "destinations_screened", "symbol": "CADCHF", "kept": 1, "dropped_stale": 3, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:24 IST | destinations_screened | {"ts_utc": "2026-08-13T08:45:24.541741+00:00", "ts_ist": "13th August 2026 14:15:24 IST", "stream": "4h", "type": "destinations_screened", "symbol": "XAUUSD", "kept": 3, "dropped_stale": 6, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": 1786610700}
13th August 2026 14:15:24 IST | destination_available | {"ts_utc": "2026-08-13T08:45:24.556924+00:00", "ts_ist": "13th August 2026 14:15:24 IST", "stream": "4h", "type": "destination_available", "symbol": "XAUUSD", "zone_id": "4h-1786564800--1-ce8922", "direction": "supply", "lower": 4413.72, "upper": 4414.521, "proximal": 4413.72, "distal": 4414.521, "origin_time": 1786564800, "confirmed_at": 1786608000, "state": "unmitigated"}
13th August 2026 14:45:17 IST | destination_selected_as_target | {"ts_utc": "2026-08-13T09:15:17.724072+00:00", "ts_ist": "13th August 2026 14:45:17 IST", "stream": "4h", "type": "destination_selected_as_target", "symbol": "NZDUSD", "zone_id": "4h-1786564800--1-4749ce", "direction": "supply", "target_price": 0.5857, "for_entry_zone": "15m-1786608900-1-573f92"}
13th August 2026 14:50:11 IST | destination_selected_as_target | {"ts_utc": "2026-08-13T09:20:11.161332+00:00", "ts_ist": "13th August 2026 14:50:11 IST", "stream": "4h", "type": "destination_selected_as_target", "symbol": "NZDCAD", "zone_id": "4h-1786564800--1-a37481", "direction": "supply", "target_price": 0.81639, "for_entry_zone": "15m-1786608000-1-099b26"}
13th August 2026 14:55:17 IST | destination_selected_as_target | {"ts_utc": "2026-08-13T09:25:17.967550+00:00", "ts_ist": "13th August 2026 14:55:17 IST", "stream": "4h", "type": "destination_selected_as_target", "symbol": "NZDUSD", "zone_id": "4h-1786564800--1-4749ce", "direction": "supply", "target_price": 0.5857, "for_entry_zone": "15m-1786610700-1-d90164"}
13th August 2026 17:30:15 IST | destinations_screened | {"ts_utc": "2026-08-13T12:00:15.446991+00:00", "ts_ist": "13th August 2026 17:30:15 IST", "stream": "4h", "type": "destinations_screened", "symbol": "EURUSD", "kept": 0, "dropped_stale": 7, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-13T12:00:00+00:00"}
13th August 2026 17:30:15 IST | destinations_screened | {"ts_utc": "2026-08-13T12:00:15.723461+00:00", "ts_ist": "13th August 2026 17:30:15 IST", "stream": "4h", "type": "destinations_screened", "symbol": "NZDUSD", "kept": 2, "dropped_stale": 5, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-13T12:00:00+00:00"}
13th August 2026 17:30:15 IST | destination_available | {"ts_utc": "2026-08-13T12:00:15.723461+00:00", "ts_ist": "13th August 2026 17:30:15 IST", "stream": "4h", "type": "destination_available", "symbol": "NZDUSD", "zone_id": "4h-1786593600--1-99c91e", "direction": "supply", "lower": 0.58307, "upper": 0.58352, "proximal": 0.58307, "distal": 0.58352, "origin_time": "2026-08-13T04:00:00+00:00", "confirmed_at": "2026-08-13T12:00:00+00:00", "state": "unmitigated"}
13th August 2026 17:30:16 IST | destinations_screened | {"ts_utc": "2026-08-13T12:00:16.453184+00:00", "ts_ist": "13th August 2026 17:30:16 IST", "stream": "4h", "type": "destinations_screened", "symbol": "GBPNZD", "kept": 4, "dropped_stale": 4, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-13T12:00:00+00:00"}
13th August 2026 17:30:16 IST | destination_available | {"ts_utc": "2026-08-13T12:00:16.453184+00:00", "ts_ist": "13th August 2026 17:30:16 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-1786593600-1-9d672b", "direction": "demand", "lower": 2.31048, "upper": 2.31328, "proximal": 2.31328, "distal": 2.31048, "origin_time": "2026-08-13T04:00:00+00:00", "confirmed_at": "2026-08-13T12:00:00+00:00", "state": "unmitigated"}
13th August 2026 17:30:16 IST | destinations_screened | {"ts_utc": "2026-08-13T12:00:16.667863+00:00", "ts_ist": "13th August 2026 17:30:16 IST", "stream": "4h", "type": "destinations_screened", "symbol": "AUDCHF", "kept": 1, "dropped_stale": 5, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-13T12:00:00+00:00"}
13th August 2026 17:30:16 IST | destinations_screened | {"ts_utc": "2026-08-13T12:00:16.935652+00:00", "ts_ist": "13th August 2026 17:30:16 IST", "stream": "4h", "type": "destinations_screened", "symbol": "CADCHF", "kept": 2, "dropped_stale": 3, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-13T12:00:00+00:00"}
13th August 2026 17:30:16 IST | destination_available | {"ts_utc": "2026-08-13T12:00:16.951295+00:00", "ts_ist": "13th August 2026 17:30:16 IST", "stream": "4h", "type": "destination_available", "symbol": "CADCHF", "zone_id": "4h-1786593600-1-66abbf", "direction": "demand", "lower": 0.5825, "upper": 0.58378, "proximal": 0.58378, "distal": 0.5825, "origin_time": "2026-08-13T04:00:00+00:00", "confirmed_at": "2026-08-13T12:00:00+00:00", "state": "unmitigated"}
13th August 2026 17:35:19 IST | destinations_screened | {"ts_utc": "2026-08-13T12:05:19.378564+00:00", "ts_ist": "13th August 2026 17:35:19 IST", "stream": "4h", "type": "destinations_screened", "symbol": "XAUUSD", "kept": 2, "dropped_stale": 7, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-13T12:05:00+00:00"}
13th August 2026 17:55:15 IST | destination_selected_as_target | {"ts_utc": "2026-08-13T12:25:15.625258+00:00", "ts_ist": "13th August 2026 17:55:15 IST", "stream": "4h", "type": "destination_selected_as_target", "symbol": "NZDCAD", "zone_id": "4h-1786564800--1-a37481", "direction": "supply", "target_price": 0.81639, "for_entry_zone": "15m-1786618800-1-7ddc0c"}
13th August 2026 18:05:18 IST | destination_selected_as_target | {"ts_utc": "2026-08-13T12:35:18.888609+00:00", "ts_ist": "13th August 2026 18:05:18 IST", "stream": "4h", "type": "destination_selected_as_target", "symbol": "AUDUSD", "zone_id": "4h-1786060800-1-9580af", "direction": "demand", "target_price": 0.70328, "for_entry_zone": "15m-1786620600--1-ecd2f3"}
13th August 2026 19:10:22 IST | destination_selected_as_target | {"ts_utc": "2026-08-13T13:40:22.789363+00:00", "ts_ist": "13th August 2026 19:10:22 IST", "stream": "4h", "type": "destination_selected_as_target", "symbol": "NZDJPY", "zone_id": "4h-1786550400--1-6fc51f", "direction": "supply", "target_price": 93.386, "for_entry_zone": "15m-1786622400-1-d2e209"}
14th August 2026 14:00:35 IST | destinations_screened | {"ts_utc": "2026-08-14T08:30:35.430969+00:00", "ts_ist": "14th August 2026 14:00:35 IST", "stream": "4h", "type": "destinations_screened", "symbol": "GBPCHF", "kept": 2, "dropped_stale": 5, "dropped_bos_lag": 2, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-13T10:00:00+00:00"}
14th August 2026 14:00:35 IST | destination_available | {"ts_utc": "2026-08-14T08:30:35.431927+00:00", "ts_ist": "14th August 2026 14:00:35 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCHF", "zone_id": "4h-1786579200--1-414021", "direction": "supply", "lower": 1.09756, "upper": 1.09843, "proximal": 1.09756, "distal": 1.09843, "origin_time": "2026-08-13T00:00:00+00:00", "confirmed_at": "2026-08-13T12:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:21 IST | destination_available | {"ts_utc": "2026-08-14T08:35:21.716843+00:00", "ts_ist": "14th August 2026 14:05:21 IST", "stream": "4h", "type": "destination_available", "symbol": "EURUSD", "zone_id": "4h-1786636800-1-5e303b", "direction": "demand", "lower": 1.1524, "upper": 1.15305, "proximal": 1.15305, "distal": 1.1524, "origin_time": "2026-08-13T16:00:00+00:00", "confirmed_at": "2026-08-14T08:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:21 IST | destinations_screened | {"ts_utc": "2026-08-14T08:35:21.807707+00:00", "ts_ist": "14th August 2026 14:05:21 IST", "stream": "4h", "type": "destinations_screened", "symbol": "GBPUSD", "kept": 0, "dropped_stale": 6, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-14T08:35:00+00:00"}
14th August 2026 14:05:22 IST | destinations_screened | {"ts_utc": "2026-08-14T08:35:22.066464+00:00", "ts_ist": "14th August 2026 14:05:22 IST", "stream": "4h", "type": "destinations_screened", "symbol": "AUDUSD", "kept": 1, "dropped_stale": 7, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-14T08:35:00+00:00"}
14th August 2026 14:05:22 IST | destination_available | {"ts_utc": "2026-08-14T08:35:22.068472+00:00", "ts_ist": "14th August 2026 14:05:22 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDUSD", "zone_id": "4h-1786665600-1-c64153", "direction": "demand", "lower": 0.70551, "upper": 0.70631, "proximal": 0.70631, "distal": 0.70551, "origin_time": "2026-08-14T00:00:00+00:00", "confirmed_at": "2026-08-14T08:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:22 IST | destinations_screened | {"ts_utc": "2026-08-14T08:35:22.207871+00:00", "ts_ist": "14th August 2026 14:05:22 IST", "stream": "4h", "type": "destinations_screened", "symbol": "USDCAD", "kept": 1, "dropped_stale": 12, "dropped_bos_lag": 1, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-14T08:35:00+00:00"}
14th August 2026 14:05:22 IST | destination_available | {"ts_utc": "2026-08-14T08:35:22.209907+00:00", "ts_ist": "14th August 2026 14:05:22 IST", "stream": "4h", "type": "destination_available", "symbol": "USDCAD", "zone_id": "4h-1786593600--1-33ac3d", "direction": "supply", "lower": 1.39479, "upper": 1.39577, "proximal": 1.39479, "distal": 1.39577, "origin_time": "2026-08-13T04:00:00+00:00", "confirmed_at": "2026-08-14T08:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:22 IST | destinations_screened | {"ts_utc": "2026-08-14T08:35:22.670746+00:00", "ts_ist": "14th August 2026 14:05:22 IST", "stream": "4h", "type": "destinations_screened", "symbol": "EURCAD", "kept": 3, "dropped_stale": 4, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-14T08:35:00+00:00"}
14th August 2026 14:05:22 IST | destination_available | {"ts_utc": "2026-08-14T08:35:22.671751+00:00", "ts_ist": "14th August 2026 14:05:22 IST", "stream": "4h", "type": "destination_available", "symbol": "EURCAD", "zone_id": "4h-1786608000--1-dce734", "direction": "supply", "lower": 1.6079, "upper": 1.60832, "proximal": 1.6079, "distal": 1.60832, "origin_time": "2026-08-13T08:00:00+00:00", "confirmed_at": "2026-08-13T20:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:22 IST | destination_available | {"ts_utc": "2026-08-14T08:35:22.672750+00:00", "ts_ist": "14th August 2026 14:05:22 IST", "stream": "4h", "type": "destination_available", "symbol": "EURCAD", "zone_id": "4h-1786651200--1-293793", "direction": "supply", "lower": 1.60556, "upper": 1.60648, "proximal": 1.60556, "distal": 1.60648, "origin_time": "2026-08-13T20:00:00+00:00", "confirmed_at": "2026-08-14T08:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:22 IST | destinations_screened | {"ts_utc": "2026-08-14T08:35:22.758394+00:00", "ts_ist": "14th August 2026 14:05:22 IST", "stream": "4h", "type": "destinations_screened", "symbol": "EURNZD", "kept": 1, "dropped_stale": 5, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-14T08:35:00+00:00"}
14th August 2026 14:05:22 IST | destination_available | {"ts_utc": "2026-08-14T08:35:22.935480+00:00", "ts_ist": "14th August 2026 14:05:22 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCHF", "zone_id": "4h-1786665600-1-66dad7", "direction": "demand", "lower": 1.09796, "upper": 1.09823, "proximal": 1.09823, "distal": 1.09796, "origin_time": "2026-08-14T00:00:00+00:00", "confirmed_at": "2026-08-14T08:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:23 IST | destinations_screened | {"ts_utc": "2026-08-14T08:35:23.117278+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destinations_screened", "symbol": "GBPCAD", "kept": 2, "dropped_stale": 4, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-14T08:35:00+00:00"}
14th August 2026 14:05:23 IST | destination_available | {"ts_utc": "2026-08-14T08:35:23.118286+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-1786608000--1-d7ff3e", "direction": "supply", "lower": 1.8809, "upper": 1.88144, "proximal": 1.8809, "distal": 1.88144, "origin_time": "2026-08-13T08:00:00+00:00", "confirmed_at": "2026-08-13T20:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:23 IST | destination_available | {"ts_utc": "2026-08-14T08:35:23.119285+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPCAD", "zone_id": "4h-1786651200--1-aee292", "direction": "supply", "lower": 1.87829, "upper": 1.87891, "proximal": 1.87829, "distal": 1.87891, "origin_time": "2026-08-13T20:00:00+00:00", "confirmed_at": "2026-08-14T08:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:23 IST | destination_available | {"ts_utc": "2026-08-14T08:35:23.210472+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destination_available", "symbol": "GBPNZD", "zone_id": "4h-1786579200--1-18cbba", "direction": "supply", "lower": 2.30305, "upper": 2.31337, "proximal": 2.30305, "distal": 2.31337, "origin_time": "2026-08-13T00:00:00+00:00", "confirmed_at": "2026-08-14T08:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:23 IST | destination_available | {"ts_utc": "2026-08-14T08:35:23.388649+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDNZD", "zone_id": "4h-1786651200--1-499a9b", "direction": "supply", "lower": 1.20651, "upper": 1.20701, "proximal": 1.20651, "distal": 1.20701, "origin_time": "2026-08-13T20:00:00+00:00", "confirmed_at": "2026-08-14T04:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:23 IST | destinations_screened | {"ts_utc": "2026-08-14T08:35:23.468917+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destinations_screened", "symbol": "AUDCAD", "kept": 1, "dropped_stale": 3, "dropped_bos_lag": 0, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-14T08:35:00+00:00"}
14th August 2026 14:05:23 IST | destination_available | {"ts_utc": "2026-08-14T08:35:23.470917+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDCAD", "zone_id": "4h-1786651200--1-e91093", "direction": "supply", "lower": 0.98319, "upper": 0.98373, "proximal": 0.98319, "distal": 0.98373, "origin_time": "2026-08-13T20:00:00+00:00", "confirmed_at": "2026-08-14T08:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:23 IST | destination_available | {"ts_utc": "2026-08-14T08:35:23.553844+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destination_available", "symbol": "AUDCHF", "zone_id": "4h-1786593600-1-8e82e0", "direction": "demand", "lower": 0.57284, "upper": 0.57384, "proximal": 0.57384, "distal": 0.57284, "origin_time": "2026-08-13T04:00:00+00:00", "confirmed_at": "2026-08-13T20:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:23 IST | destinations_screened | {"ts_utc": "2026-08-14T08:35:23.646520+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destinations_screened", "symbol": "NZDJPY", "kept": 1, "dropped_stale": 3, "dropped_bos_lag": 1, "max_age_days": 7.0, "max_bos_lag_bars_4h": 8.0, "reference_time": "2026-08-14T08:35:00+00:00"}
14th August 2026 14:05:23 IST | destination_available | {"ts_utc": "2026-08-14T08:35:23.740123+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destination_available", "symbol": "NZDCAD", "zone_id": "4h-1786622400-1-353e29", "direction": "demand", "lower": 0.81447, "upper": 0.81486, "proximal": 0.81486, "distal": 0.81447, "origin_time": "2026-08-13T12:00:00+00:00", "confirmed_at": "2026-08-14T04:00:00+00:00", "state": "unmitigated"}
14th August 2026 14:05:23 IST | destination_available | {"ts_utc": "2026-08-14T08:35:23.865327+00:00", "ts_ist": "14th August 2026 14:05:23 IST", "stream": "4h", "type": "destination_available", "symbol": "NZDCHF", "zone_id": "4h-1786651200-1-d6bc5d", "direction": "demand", "lower": 0.47583, "upper": 0.47649, "proximal": 0.47649, "distal": 0.47583, "origin_time": "2026-08-13T20:00:00+00:00", "confirmed_at": "2026-08-14T04:00:00+00:00", "state": "unmitigated"}
